T1_Tank_1	T1_Tank_2	T1_Tank_3	T1_Tank_4	T1_Tank_5	T1_Tank_6	T1_Tank_7	T1_Tank_8	T1_Tank_9	T1_Tank_10	T2_Tank_1	T2_Tank_2	T2_Tank_3	T2_Tank_4	T2_Tank_5	T2_Tank_6	T2_Tank_7	T2_Tank_8	T2_Tank_9	T2_Tank_10	T3_Tank_1	T3_Tank_2	T3_Tank_3	T3_Tank_4	T3_Tank_5	T3_Tank_6	T3_Tank_7	T3_Tank_8	T3_Tank_9	T3_Tank_10	T3_EM1	T3_Lambda
Bacteria_Firmicutes_Bacilli_Bacillales_Bacillaceae___OTU_1770	0	0	3	0	0	4	0	0	0	0	0	0	1	0	0	2	5	0	1	0	0	1	0	1	0	0	0	2	1	1	0	0
Bacteria_Firmicutes_Bacilli_Bacillales_Bacillaceae___OTU_1771	47	5	2	51	36	39	14	96	3	9	100	16	5	30	130	320	294	266	33	118	87	11	2	30	32	10	39	87	31	134	0	0
Bacteria_Firmicutes_Bacilli_Bacillales_Bacillaceae___OTU_1772	6	0	16	6	1	14	1	4	2	0	46	1	1	8	1	11	15	3	34	1	28	1	1	7	0	1	2	17	27	3	2	0
Bacteria_Firmicutes_Bacilli_Bacillales_Bacillaceae___OTU_1773	1	0	0	2	1	1	0	0	0	0	0	0	0	0	0	1	1	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0
Bacteria_Firmicutes_Bacilli_Bacillales_Bacillaceae___OTU_1774	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
Bacteria_Firmicutes_Bacilli_Bacillales_Bacillaceae___OTU_1775	0	0	0	0	0	0	0	1	0	0	0	1	0	0	2	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
Bacteria_Firmicutes_Bacilli_Bacillales_Bacillaceae___OTU_1776	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	1	0	1	0	0	0	0	1	0
Bacteria_Firmicutes_Bacilli_Bacillales_Bacillaceae___OTU_1777	0	0	0	1	0	2	0	2	0	0	3	0	0	0	1	4	4	4	1	1	0	0	0	0	0	0	0	0	1	0	0	0
Bacteria_Firmicutes_Bacilli_Bacillales_Bacillaceae___OTU_1778	1	0	0	0	0	0	1	0	0	0	2	0	0	1	3	5	1	3	10	1	1	0	0	1	2	0	0	1	0	1	0	0
Bacteria_Firmicutes_Bacilli_Bacillales_Bacillaceae___OTU_1779	0	0	0	0	0	0	0	0	0	1	2	0	0	1	0	2	2	2	1	1	1	0	0	1	0	0	1	0	0	2	0	0
Bacteria_Firmicutes_Bacilli_Bacillales_Bacillaceae___OTU_1780	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Bacteria_Firmicutes_Bacilli_Bacillales_Bacillaceae___OTU_1781	1	1	0	0	0	0	0	0	0	0	1	0	0	0	1	8	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria_Firmicutes_Bacilli_Bacillales_Bacillaceae___OTU_1782	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria_Firmicutes_Bacilli_Bacillales_Bacillaceae___OTU_1783	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	5	0	2	1	2	0	0	0	0	0	0	0	1	2	0	0	0
Bacteria_Firmicutes_Bacilli_Bacillales_Bacillaceae___OTU_1784	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	1	1	1	1	1	0	0	0	0	1	0	0	0	1	2	0	0
Bacteria_Firmicutes_Bacilli_Bacillales_Bacillaceae___OTU_1785	3	0	0	3	1	4	1	2	1	1	10	1	3	4	3	22	4	21	24	3	18	0	3	6	1	0	3	1	3	1	1	0
Bacteria_Firmicutes_Bacilli_Bacillales_Bacillaceae___OTU_1786	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria_Firmicutes_Bacilli_Bacillales_Bacillaceae___OTU_1787	3	0	0	1	3	1	0	0	0	1	2	0	0	1	1	17	4	5	4	1	7	0	0	1	0	1	1	1	9	1	0	0
Bacteria_Firmicutes_Bacilli_Bacillales_Bacillaceae___OTU_1788	30	1	1	19	3	5	0	11	1	0	105	0	0	22	3	34	19	15	60	7	94	4	0	21	1	0	0	7	80	4	1	0
Bacteria_Firmicutes_Bacilli_Bacillales_Bacillaceae___OTU_1789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria_Firmicutes_Bacilli_Bacillales_Bacillaceae___OTU_1790	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	1	0	2	0	0	0	1	0	0	0	0	0	0	3	0
Bacteria_Firmicutes_Bacilli_Bacillales_Bacillaceae___OTU_1791	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	1	0	0	0	0	1	2	0	0
Bacteria_Firmicutes_Bacilli_Bacillales_Bacillaceae___OTU_1792	2	0	2	2	1	5	1	5	1	0	16	0	1	4	4	19	26	18	5	6	2	0	0	1	2	2	2	3	6	8	3	0
Bacteria_Firmicutes_Bacilli_Bacillales_Bacillaceae___OTU_1793	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0
Bacteria_Firmicutes_Bacilli_Bacillales_Bacillaceae___OTU_1794	0	0	0	1	1	1	0	1	0	0	1	0	0	0	4	12	2	1	0	0	1	0	0	1	2	1	0	1	0	3	0	0
Bacteria_Firmicutes_Bacilli_Bacillales_Bacillaceae___OTU_1795	33	5	4	35	18	17	15	38	0	3	43	8	1	11	39	129	160	148	9	69	34	21	0	15	18	1	23	58	17	92	0	0
Bacteria_Firmicutes_Bacilli_Bacillales_Bacillaceae___OTU_1796	0	0	3	3	0	0	0	0	0	0	3	0	0	0	0	7	5	1	1	0	1	0	0	1	0	0	1	3	1	1	2	0
Bacteria_Firmicutes_Bacilli_Bacillales_Bacillaceae___OTU_1797	0	0	5	0	0	2	0	1	1	0	5	0	0	0	1	4	6	2	2	2	3	0	1	2	1	1	0	2	4	1	2	0
Bacteria_Firmicutes_Bacilli_Bacillales_Bacillaceae___OTU_1798	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
Bacteria_Firmicutes_Bacilli_Bacillales_Bacillaceae___OTU_1799	7	0	1	11	1	2	0	1	0	1	19	0	0	7	2	13	8	11	7	3	10	0	0	3	3	0	0	6	17	4	0	0
Bacteria_Firmicutes_Bacilli_Bacillales_Bacillaceae___OTU_1800	2	0	0	1	2	6	2	0	1	0	2	0	0	1	9	64	11	11	3	7	3	2	0	3	2	2	2	4	3	4	2	0
Bacteria_Firmicutes_Bacilli_Bacillales_Bacillaceae___OTU_1801	27	1	3	33	9	8	6	22	0	3	27	5	1	8	25	44	75	73	11	38	36	4	0	10	13	0	10	35	20	28	1	0
Bacteria_Firmicutes_Bacilli_Bacillales_Bacillaceae___OTU_1802	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0
Bacteria_Firmicutes_Bacilli_Bacillales_Bacillaceae___OTU_1803	0	0	4	2	0	2	0	0	0	0	2	0	0	2	2	6	6	4	2	1	7	1	0	0	0	1	0	1	3	0	0	0
Bacteria_Firmicutes_Bacilli_Bacillales_Bacillaceae___OTU_1804	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0
Bacteria_Firmicutes_Bacilli_Bacillales_Bacillaceae___OTU_1805	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria_Firmicutes_Bacilli_Bacillales_Bacillaceae___OTU_1806	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	2	3	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0
Bacteria_Firmicutes_Bacilli_Bacillales_Bacillaceae___OTU_1807	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0
Bacteria_Firmicutes_Bacilli_Bacillales_Bacillaceae___OTU_1808	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria_Firmicutes_Bacilli_Bacillales_Bacillaceae___OTU_1809	0	0	0	0	0	0	1	0	1	0	0	0	1	1	0	7	1	3	0	1	1	0	0	1	0	0	0	0	2	1	0	0
Bacteria_Firmicutes_Bacilli_Bacillales_Bacillaceae___OTU_1810	0	0	0	0	0	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0
Bacteria_Firmicutes_Bacilli_Bacillales_Bacillaceae___OTU_1811	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	2	1	1	0	0	0	0	0	0	1	1	0	0	0	0
Bacteria_Firmicutes_Bacilli_Bacillales_Bacillaceae___OTU_1812	33	1	5	24	15	38	9	54	3	8	81	6	5	30	57	305	268	164	60	54	32	6	0	18	12	4	10	33	24	35	6	0
Bacteria_Firmicutes_Bacilli_Bacillales_Bacillaceae___OTU_1813	1	0	0	3	6	6	1	11	1	0	13	0	0	2	13	52	19	19	5	5	6	1	0	4	5	1	2	4	6	4	0	0
Bacteria_Firmicutes_Bacilli_Bacillales_Bacillaceae___OTU_1814	2	1	0	2	1	3	1	5	0	0	6	2	0	3	6	50	33	21	3	6	1	0	0	2	3	2	2	4	4	7	1	0
Bacteria_Firmicutes_Bacilli_Bacillales_Bacillaceae___OTU_1815	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria_Firmicutes_Bacilli_Bacillales_Bacillaceae___OTU_1816	2	0	3	1	1	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	1	2	1	0	0	0
Bacteria_Firmicutes_Bacilli_Bacillales_Bacillaceae___OTU_1817	10	1	0	10	0	5	0	7	0	2	16	2	0	3	2	15	29	29	7	14	8	3	0	12	0	0	4	13	7	12	0	0
Bacteria_Firmicutes_Bacilli_Bacillales_Bacillaceae___OTU_1818	1	0	0	2	0	2	0	2	0	0	1	0	0	0	1	12	4	2	1	1	4	0	0	1	1	0	1	2	3	2	2	0
Bacteria_Firmicutes_Bacilli_Bacillales_Bacillaceae___OTU_1819	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Bacteria_Firmicutes_Bacilli_Bacillales_Bacillaceae___OTU_1820	1	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
Bacteria_Firmicutes_Bacilli_Bacillales_Bacillaceae___OTU_1821	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Bacteria_Firmicutes_Bacilli_Bacillales_Bacillaceae___OTU_1822	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria_Firmicutes_Bacilli_Bacillales_Bacillaceae___OTU_1823	0	0	0	1	1	2	1	0	0	0	1	1	1	0	5	29	9	4	2	2	1	0	2	1	1	2	0	2	3	4	310	0
Bacteria_Firmicutes_Bacilli_Bacillales_Bacillaceae___OTU_1824	5	0	1	4	0	4	3	11	2	2	6	0	0	1	5	19	37	36	0	18	3	1	0	2	0	0	12	13	3	16	0	0
Bacteria_Firmicutes_Bacilli_Bacillales_Bacillaceae___OTU_1825	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Bacteria_Firmicutes_Bacilli_Bacillales_Bacillaceae___OTU_1826	2	0	0	2	0	1	0	0	1	1	4	0	0	1	0	18	5	0	2	0	2	1	0	1	4	2	1	0	3	3	0	0
Bacteria_Firmicutes_Bacilli_Bacillales_Bacillaceae___OTU_1827	4	0	0	4	0	3	1	1	0	0	5	1	0	1	1	8	4	5	7	2	5	1	0	2	1	0	0	1	8	0	2	0
Bacteria_Firmicutes_Bacilli_Bacillales_Bacillaceae___OTU_1828	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	1	0	1	0	0	0	0	0	0	2	0	1	1	1	0	0
Bacteria_Firmicutes_Bacilli_Bacillales_Bacillaceae___OTU_1829	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	3	0	0	0	0	0	0	1	1	0	0	0	0	2	1	0
Bacteria_Firmicutes_Bacilli_Bacillales_Bacillaceae___OTU_1830	1	0	1	6	1	2	0	1	1	0	5	0	0	0	0	30	7	13	10	3	0	0	0	4	1	1	0	4	1	3	0	0
Bacteria_Firmicutes_Bacilli_Bacillales_Bacillaceae___OTU_1831	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	1	0	0	1	0
Bacteria_Firmicutes_Bacilli_Bacillales_Bacillaceae___OTU_1832	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria_Firmicutes_Bacilli_Bacillales_Bacillaceae___OTU_1833	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Bacteria_Firmicutes_Bacilli_Bacillales_Bacillaceae___OTU_1834	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0
Bacteria_Firmicutes_Bacilli_Bacillales_Bacillaceae___OTU_1835	0	0	1	0	0	2	0	2	0	0	4	1	0	0	2	5	4	4	1	2	0	0	0	0	0	0	1	1	0	0	0	0
Bacteria_Firmicutes_Bacilli_Bacillales_Bacillaceae___OTU_1836	0	0	0	0	2	0	0	0	0	0	1	0	0	1	0	1	0	3	0	2	0	1	0	0	1	0	1	0	0	1	1	0
Bacteria_Firmicutes_Bacilli_Bacillales_Bacillaceae___OTU_1837	4	0	0	3	0	2	0	2	0	0	0	1	0	1	3	25	4	10	2	6	2	0	0	0	2	1	0	5	2	4	3	0
Bacteria_Firmicutes_Bacilli_Bacillales_Bacillaceae___OTU_1838	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria_Firmicutes_Bacilli_Bacillales_Bacillaceae___OTU_1839	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria_Firmicutes_Bacilli_Bacillales_Bacillaceae___OTU_1840	5	0	0	5	1	1	0	0	0	0	16	0	0	4	1	22	4	5	15	1	17	2	0	5	3	0	2	4	13	3	0	0
Bacteria_Firmicutes_Bacilli_Bacillales_Bacillaceae___OTU_1841	3	0	0	0	1	1	0	1	0	0	2	0	0	1	1	6	4	5	1	1	2	1	0	0	0	0	1	0	0	3	2	0
Bacteria_Firmicutes_Bacilli_Bacillales_Bacillaceae___OTU_1842	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Bacteria_Firmicutes_Bacilli_Bacillales_Bacillaceae___OTU_1843	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	3	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0
Bacteria_Firmicutes_Bacilli_Bacillales_Bacillaceae___OTU_1844	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	1	0	1	0
Bacteria_Firmicutes_Bacilli_Bacillales_Bacillaceae___OTU_1845	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	2	0	2	0	0	0	1	0	0	1	0	0	1	0
Bacteria_Firmicutes_Bacilli_Bacillales_Bacillaceae___OTU_1846	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Bacteria_Firmicutes_Bacilli_Bacillales_Bacillaceae___OTU_1847	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	2	3	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria_Firmicutes_Bacilli_Bacillales_Bacillaceae___OTU_1848	1	1	5	3	1	2	0	3	0	1	3	0	0	2	3	29	9	11	3	5	4	1	0	1	4	1	0	4	0	3	4	1
Bacteria_Firmicutes_Bacilli_Bacillales_Bacillaceae___OTU_1849	8	1	1	25	7	4	0	9	0	3	12	1	0	4	17	25	26	27	0	16	5	9	3	1	6	2	8	10	5	19	0	0
Bacteria_Firmicutes_Bacilli_Bacillales_Bacillaceae___OTU_1850	1	0	0	0	0	1	0	1	1	1	2	0	0	2	3	11	8	4	2	0	2	0	0	0	0	0	0	4	0	1	0	0
Bacteria_Firmicutes_Bacilli_Bacillales_Bacillaceae___OTU_1851	1	0	0	1	2	0	1	0	0	0	7	0	0	4	2	13	14	2	4	2	7	1	0	0	1	0	1	1	3	4	0	0
Bacteria_Firmicutes_Bacilli_Bacillales_Bacillaceae___OTU_1852	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
Bacteria_Firmicutes_Bacilli_Bacillales_Bacillaceae___OTU_1853	7	0	0	4	0	0	0	3	1	0	18	1	0	6	0	8	5	5	7	1	6	1	1	3	0	1	1	1	9	1	1	0
Bacteria_Firmicutes_Bacilli_Bacillales_Bacillaceae___OTU_1854	0	0	0	1	0	5	0	1	0	0	1	0	0	1	0	3	9	7	0	0	4	0	0	0	1	1	0	6	4	1	0	0
Bacteria_Firmicutes_Bacilli_Bacillales_Bacillaceae___OTU_1855	0	0	0	2	3	2	5	0	0	0	2	0	0	2	3	28	5	7	2	2	2	2	0	1	2	0	0	2	1	5	2	0
Bacteria_Firmicutes_Bacilli_Bacillales_Bacillaceae___OTU_1856	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Bacteria_Firmicutes_Bacilli_Bacillales_Bacillaceae___OTU_1857	0	0	0	3	1	3	0	0	0	0	5	0	0	0	0	6	4	5	2	1	1	0	0	2	2	0	1	3	0	3	0	0
Bacteria_Firmicutes_Bacilli_Bacillales_Bacillaceae___OTU_1858	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
Bacteria_Firmicutes_Bacilli_Bacillales_Bacillaceae___OTU_1859	6	0	4	8	1	6	0	11	3	0	19	0	0	11	15	46	20	19	14	6	9	0	0	7	8	0	4	6	16	4	3	0
Bacteria_Firmicutes_Bacilli_Bacillales_Bacillaceae___OTU_1860	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	4	1	1	0	0	0	0	0	0	1	0	0	0	1	1	0	0
Bacteria_Firmicutes_Bacilli_Bacillales_Bacillaceae___OTU_1861	0	0	0	0	1	0	0	1	0	0	0	0	1	1	0	3	2	1	0	0	0	0	0	1	1	0	0	0	0	1	0	0
Bacteria_Firmicutes_Bacilli_Bacillales_Bacillaceae___OTU_1862	3	0	0	2	0	0	1	0	0	0	1	0	0	3	0	1	0	0	5	0	0	0	0	1	0	0	0	0	7	0	0	0
Bacteria_Firmicutes_Bacilli_Bacillales_Bacillaceae___OTU_1863	2	0	0	0	0	2	0	0	0	0	4	0	1	1	2	1	1	3	1	0	1	0	0	2	1	0	0	0	2	1	0	0
Bacteria_Firmicutes_Bacilli_Bacillales_Bacillaceae___OTU_1864	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Bacteria_Firmicutes_Bacilli_Bacillales_Bacillaceae___OTU_1865	0	0	0	50	0	0	0	1	0	0	1	0	0	4	0	1	0	0	15	0	1	0	0	1	0	0	0	0	0	0	0	0
Bacteria_Firmicutes_Bacilli_Bacillales_Bacillaceae___OTU_1866	0	1	0	0	0	0	0	1	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria_Firmicutes_Bacilli_Bacillales_Bacillaceae___OTU_1867	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	5	2	1	0	1	0	0	0	0	1	0	1	0	0	2	1	0
Bacteria_Firmicutes_Bacilli_Bacillales_Bacillaceae___OTU_1868	3	0	0	0	0	3	0	3	0	0	1	0	0	0	2	11	17	5	1	2	1	0	0	0	1	1	1	6	0	5	0	0
Bacteria_Firmicutes_Bacilli_Bacillales_Bacillaceae___OTU_1869	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
Bacteria_Firmicutes_Bacilli_Bacillales_Bacillaceae___OTU_1870	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	2	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Bacteria_Firmicutes_Bacilli_Bacillales_Bacillaceae___OTU_1871	0	0	0	2	1	3	0	0	1	0	4	1	0	2	0	6	9	7	4	3	1	0	0	1	0	0	1	5	0	3	3	0
Bacteria_Firmicutes_Bacilli_Bacillales_Bacillaceae___OTU_1872	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria_Firmicutes_Bacilli_Bacillales_Bacillaceae___OTU_1873	1	0	0	0	1	3	0	0	0	0	0	0	0	1	2	28	3	4	1	3	0	0	1	1	3	0	2	0	0	3	1	0
Bacteria_Firmicutes_Bacilli_Bacillales_Bacillaceae___OTU_1874	1	0	0	2	0	1	0	1	0	0	3	1	0	1	1	6	3	5	3	2	2	0	0	0	0	0	0	2	3	3	0	0
Bacteria_Firmicutes_Bacilli_Bacillales_Bacillaceae___OTU_1875	2	0	1	1	1	1	4	3	0	1	7	1	0	3	2	27	11	17	9	8	8	0	0	1	2	0	1	7	3	7	0	0
Bacteria_Firmicutes_Bacilli_Bacillales_Bacillaceae___OTU_1876	0	0	0	1	0	1	0	1	0	1	1	0	0	0	0	3	0	1	1	1	4	0	0	2	1	0	0	0	1	1	0	0
Bacteria_Firmicutes_Bacilli_Bacillales_Bacillaceae___OTU_1877	2	0	0	1	0	0	0	1	0	0	9	0	1	0	1	1	2	6	1	4	3	1	0	1	2	1	0	2	0	2	0	0
Bacteria_Firmicutes_Bacilli_Bacillales_Bacillaceae___OTU_1878	1	0	0	0	4	5	1	5	0	1	3	0	0	2	6	25	15	17	0	0	5	0	0	6	2	0	1	4	2	1	0	0
Bacteria_Firmicutes_Bacilli_Bacillales_Bacillaceae___OTU_1879	0	0	1	2	0	2	0	2	0	0	1	0	0	1	1	6	11	6	3	3	3	0	0	1	0	0	1	4	0	7	0	0
Bacteria_Firmicutes_Bacilli_Bacillales_Bacillaceae___OTU_1880	1	1	0	0	2	1	0	1	0	1	7	0	1	2	2	9	3	10	2	6	1	0	0	0	1	0	0	4	0	3	1	0
Bacteria_Firmicutes_Bacilli_Bacillales_Bacillaceae___OTU_1881	0	0	0	1	1	1	0	0	0	1	3	0	1	2	1	15	5	4	0	1	1	1	0	5	0	0	0	2	3	4	1	0
Bacteria_Firmicutes_Bacilli_Bacillales_Bacillaceae___OTU_1882	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	1	2	0	1	1	0	0	0	0	1	0	1	0	0	0	0
Bacteria_Firmicutes_Bacilli_Bacillales_Bacillaceae___OTU_1883	7	2	0	5	21	18	9	12	0	2	19	2	1	15	27	268	70	66	52	21	10	5	1	8	20	4	1	16	5	13	0	0
Bacteria_Firmicutes_Bacilli_Bacillales_Bacillaceae___OTU_1884	0	0	1	0	0	1	0	0	0	0	7	1	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Bacteria_Firmicutes_Bacilli_Bacillales_Bacillaceae___OTU_1885	1	0	1	3	0	0	0	0	0	0	4	0	1	1	0	2	0	1	10	0	2	0	0	1	0	0	1	0	1	0	0	0
Bacteria_Firmicutes_Bacilli_Bacillales_Bacillaceae___OTU_1886	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Bacteria_Firmicutes_Bacilli_Bacillales_Bacillaceae___OTU_1887	58	3	1	7	4	4	0	0	1	0	69	0	0	2	0	11	3	1	8	0	99	0	0	6	1	1	1	6	22	1	0	0
Bacteria_Firmicutes_Bacilli_Bacillales_Bacillaceae___OTU_1888	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria_Firmicutes_Bacilli_Bacillales_Bacillaceae___OTU_1889	0	0	0	0	0	1	0	0	0	0	4	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0
Bacteria_Firmicutes_Bacilli_Bacillales_Bacillaceae___OTU_1890	50	10	3	69	23	40	18	82	2	13	97	10	5	35	43	252	372	259	37	101	43	11	1	30	17	5	37	83	30	136	0	0
Bacteria_Firmicutes_Bacilli_Bacillales_Bacillaceae___OTU_1891	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria_Firmicutes_Bacilli_Bacillales_Bacillaceae___OTU_1892	12	0	1	12	3	13	2	11	1	2	27	3	0	10	20	70	48	57	6	27	9	4	0	5	6	2	2	23	6	28	1	0
Bacteria_Firmicutes_Bacilli_Bacillales_Bacillaceae___OTU_1893	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Bacteria_Firmicutes_Bacilli_Bacillales_Bacillaceae___OTU_1894	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	4	1	3	0	1	0	0	0	0	0	0	0	0	2	3	0	0
Bacteria_Firmicutes_Bacilli_Bacillales_Bacillaceae___OTU_1895	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Bacteria_Firmicutes_Bacilli_Bacillales_Bacillaceae___OTU_1896	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria_Firmicutes_Bacilli_Bacillales_Bacillaceae___OTU_1897	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria_Firmicutes_Bacilli_Bacillales_Bacillaceae___OTU_1898	2	0	0	2	4	13	4	12	1	1	7	0	0	2	13	113	29	21	1	5	4	0	2	3	7	3	2	5	2	17	8	0
Bacteria_Firmicutes_Bacilli_Bacillales_Bacillaceae___OTU_1899	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Bacteria_Firmicutes_Bacilli_Bacillales_Bacillaceae___OTU_1900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
